City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
302,pelabuhanratu,-6.9875,106.5514,82.24,76,68,8.3,ID,2023-06-29 03:31:45
303,kampong cham,11.9934,105.4635,90.86,58,80,9.19,KH,2023-06-29 03:31:45
304,rauna,57.3322,25.6067,60.44,79,92,4.45,LV,2023-06-29 03:31:45
305,igarka,67.4667,86.5833,63.05,42,100,10.6,RU,2023-06-29 03:31:45
306,half moon,34.826,-77.4594,75.18,90,0,3.44,US,2023-06-29 03:31:45
307,fada,9.5667,8.3,66.22,98,90,2.19,NG,2023-06-29 03:31:46
308,ponnani,10.767,75.9252,74.52,76,56,2.62,IN,2023-06-29 03:31:46
309,ranipur,27.2879,68.5051,99.46,37,39,10.87,PK,2023-06-29 03:31:46
310,hithadhoo,-0.6,73.0833,81.93,58,96,2.04,MV,2023-06-29 03:31:46
311,ishigaki,24.3448,124.1572,86.13,89,75,13.8,JP,2023-06-29 03:31:47
312,beaumont,30.0861,-94.1019,83.23,89,0,4.61,US,2023-06-29 03:30:14
313,taco pozo,-25.6167,-63.2833,56.35,53,42,3.29,AR,2023-06-29 03:31:47
314,sao paulo de olivenca,-3.3783,-68.8725,74.1,96,100,0.43,BR,2023-06-29 03:31:47
315,antsiranana,-12.2787,49.2917,72.36,64,40,20.71,MG,2023-06-29 03:31:47
316,klaksvik,62.2266,-6.589,50.92,86,78,23.0,FO,2023-06-29 03:31:48
317,vorgashor,67.5833,63.95,51.13,49,33,6.71,RU,2023-06-29 03:31:48
318,santa maria,-29.6842,-53.8069,47.5,93,0,0.0,BR,2023-06-29 03:31:48
319,crucecita,-28.95,-58.9833,48.13,68,19,5.53,AR,2023-06-29 03:31:48
320,fuyu,45.1833,124.8167,83.8,39,73,14.83,CN,2023-06-29 03:31:48
321,xilin hot,43.9667,116.0333,77.16,23,2,13.53,CN,2023-06-29 03:31:49
322,hilliard,40.0334,-83.1582,68.83,86,100,0.0,US,2023-06-29 03:29:28
323,buta,2.7858,24.73,69.35,99,90,1.3,CD,2023-06-29 03:31:49
324,mar del plata,-38.0023,-57.5575,47.95,72,0,15.01,AR,2023-06-29 03:28:32
325,ola,59.5833,151.2833,82.15,82,81,7.54,RU,2023-06-29 03:31:49
326,oranjemund,-28.55,16.4333,55.67,88,23,4.7,NA,2023-06-29 03:31:50
327,puerto baquerizo moreno,-0.9,-89.6,77.29,83,2,9.6,EC,2023-06-29 03:31:50
328,sao jose da coroa grande,-8.8978,-35.1478,74.93,89,66,6.91,BR,2023-06-29 03:31:50
329,nemuro,43.3236,145.575,56.17,100,100,6.02,JP,2023-06-29 03:31:50
330,palopo,-2.9996,120.1921,84.13,72,96,4.16,ID,2023-06-29 03:31:51
331,livingston,55.9029,-3.5226,50.22,90,0,8.05,GB,2023-06-29 03:30:23
332,kill devil hills,36.0307,-75.676,74.98,89,40,0.0,US,2023-06-29 03:29:48
333,ar ruseris,11.8659,34.3869,80.83,56,100,9.22,SD,2023-06-29 03:31:51
334,lesosibirsk,58.2358,92.4828,65.95,81,79,5.79,RU,2023-06-29 03:31:52
335,manta,-0.95,-80.7333,80.01,78,40,11.01,EC,2023-06-29 03:30:39
336,yaren,-0.5472,166.916,82.9,75,99,7.96,NR,2023-06-29 03:31:52
337,south venice,27.0531,-82.4243,84.97,90,40,10.36,US,2023-06-29 03:31:52
338,morant bay,17.8815,-76.4093,83.82,83,25,6.49,JM,2023-06-29 03:31:52
339,mufumbwe,-13.6833,24.8,52.34,61,20,4.74,ZM,2023-06-29 03:31:53
340,new norfolk,-42.7826,147.0587,50.92,81,100,9.37,AU,2023-06-29 03:31:53
341,tannum sands,-23.9504,151.3693,82.29,32,60,9.22,AU,2023-06-29 03:31:53
342,manado,1.487,124.8455,90.37,66,40,2.3,ID,2023-06-29 03:31:54
343,bandon,51.7469,-8.7425,53.19,92,1,5.5,IE,2023-06-29 03:31:54
344,la passe,45.5549,-0.8967,66.97,84,56,8.34,FR,2023-06-29 03:31:54
345,eynesil,41.0645,39.1438,73.15,74,2,1.48,TR,2023-06-29 03:31:55
346,sussex,41.1834,-74.6663,67.28,85,0,3.44,US,2023-06-29 03:31:55
347,harstad,68.799,16.5293,60.8,100,52,4.0,NO,2023-06-29 03:31:55
348,tsetserleg,47.475,101.4542,73.51,28,4,8.86,MN,2023-06-29 03:31:55
349,los yebenes,39.5816,-3.8706,73.15,33,0,3.04,ES,2023-06-29 03:31:55
350,tutoia,-2.7619,-42.2744,76.1,89,46,4.07,BR,2023-06-29 03:31:56
351,hexham,54.9699,-2.104,52.45,94,70,7.92,GB,2023-06-29 03:31:56
352,corinth,37.9407,22.9573,74.73,71,0,8.12,GR,2023-06-29 03:31:56
353,berdigestyakh,62.0989,126.6992,88.36,40,34,6.2,RU,2023-06-29 03:31:56
354,novoishimskiy,53.1981,66.7694,68.63,58,23,11.21,KZ,2023-06-29 03:31:56
355,tobol'sk,58.2,68.2667,63.81,71,94,9.17,RU,2023-06-29 03:31:57
356,kargasok,59.0556,80.8572,53.13,98,100,11.63,RU,2023-06-29 03:31:57
357,yunmeng chengguanzhen,31.0625,113.7655,86.58,69,100,11.5,CN,2023-06-29 03:31:57
358,douentza,14.9951,-2.9517,86.13,50,28,4.34,ML,2023-06-29 03:31:57
359,nova sintra,14.8667,-24.7167,70.32,81,13,20.31,CV,2023-06-29 03:31:58
360,ust'-kut,56.7938,105.7672,56.19,88,100,0.74,RU,2023-06-29 03:31:58
361,tambura,5.6,27.4667,68.05,94,71,0.98,SS,2023-06-29 03:31:58
362,tidjikja,18.5564,-11.4271,89.55,31,3,14.79,MR,2023-06-29 03:31:58
363,happy valley-goose bay,53.3168,-60.3315,62.91,94,100,2.3,CA,2023-06-29 03:31:58
364,anna regina,7.2644,-58.5077,78.6,86,71,8.16,GY,2023-06-29 03:31:59
365,lensk,60.7253,114.9278,73.76,44,79,3.94,RU,2023-06-29 03:31:59
366,orapa,-21.2833,25.3667,52.38,33,57,11.07,BW,2023-06-29 03:31:59
367,lubuklinggau,-3.3,102.8667,85.33,69,60,2.17,ID,2023-06-29 03:31:59
368,nelson bay,-32.7167,152.15,62.01,56,29,10.0,AU,2023-06-29 03:32:00
369,sodankyla,67.4167,26.6,59.86,83,52,6.2,FI,2023-06-29 03:32:00
370,nsanje,-16.92,35.262,58.51,85,24,1.9,MW,2023-06-29 03:32:00
371,deqen,29.9618,90.7188,60.82,56,92,6.44,CN,2023-06-29 03:32:00
372,dryden,49.7833,-92.7503,62.89,100,100,2.3,CA,2023-06-29 03:32:00
373,siedlce,52.1677,22.2901,57.09,91,22,11.32,PL,2023-06-29 03:32:01
374,as sulayyil,20.4607,45.5779,82.65,10,54,2.46,SA,2023-06-29 03:32:01
375,greenland,43.0362,-70.8328,69.69,93,75,3.44,US,2023-06-29 03:32:01
376,acapulco de juarez,16.8634,-99.8901,84.02,74,100,8.05,MX,2023-06-29 03:32:01
377,campina verde,-19.5356,-49.4864,63.01,56,0,3.4,BR,2023-06-29 03:32:01
378,kodinsk,58.6881,99.1844,75.15,32,4,4.92,RU,2023-06-29 03:32:02
379,kirsanov,52.6549,42.7224,62.49,88,100,7.87,RU,2023-06-29 03:32:02
380,mus,39.0,41.75,50.04,45,0,1.16,TR,2023-06-29 03:32:02
381,hirara,24.8,125.2833,89.46,79,75,16.11,JP,2023-06-29 03:32:02
382,san antonio de pale,-1.4014,5.6325,76.14,78,37,14.18,GQ,2023-06-29 03:32:03
383,elverum,60.8819,11.5623,58.93,80,78,3.18,NO,2023-06-29 03:32:03
384,septemvri,42.2167,24.1,58.62,92,100,4.21,BG,2023-06-29 03:32:03
385,nurota,40.5614,65.6886,75.65,25,0,11.97,UZ,2023-06-29 03:29:43
386,bikenibeu village,1.3673,173.1241,76.96,94,40,5.75,KI,2023-06-29 03:32:03
387,almenara,-16.1836,-40.6944,68.63,88,91,1.14,BR,2023-06-29 03:32:04
388,itaituba,-4.2761,-55.9836,77.47,66,99,0.22,BR,2023-06-29 03:32:04
389,saint-louis du nord,19.9333,-72.7167,81.73,82,9,12.88,HT,2023-06-29 03:32:04
390,okhotsk,59.3833,143.3,57.29,81,47,11.32,RU,2023-06-29 03:32:04
391,sur,22.5667,59.5289,88.54,64,100,8.05,OM,2023-06-29 03:32:04
392,isangel,-19.55,169.2667,78.91,57,40,4.61,VU,2023-06-29 03:32:05
393,yung shue wan,22.2333,114.1167,92.34,71,89,2.13,HK,2023-06-29 03:32:05
394,port sudan,19.6175,37.2164,88.2,43,33,3.67,SD,2023-06-29 03:32:05
395,hebi,35.8992,114.1925,92.21,39,82,2.55,CN,2023-06-29 03:32:06
396,ad dilam,23.9915,47.1627,84.61,10,100,2.04,SA,2023-06-29 03:32:06
397,vanimo,-2.6741,141.3028,83.05,73,49,6.02,PG,2023-06-29 03:32:06
398,kapa'a,22.0752,-159.319,84.18,79,20,17.27,US,2023-06-29 03:32:06
399,weiser,44.251,-116.9693,79.0,63,60,4.47,US,2023-06-29 03:32:07
400,cogolin,43.2522,6.53,76.71,82,71,1.14,FR,2023-06-29 03:32:07
401,sydney mines,46.2367,-60.2177,68.11,94,100,12.66,CA,2023-06-29 03:32:07
402,moyo,3.6609,31.7247,64.72,94,47,2.04,UG,2023-06-29 03:32:07
403,aljezur,37.3191,-8.8033,64.94,76,0,11.45,PT,2023-06-29 03:32:08
404,batangafo,7.3008,18.2833,69.91,98,99,3.29,CF,2023-06-29 03:32:08
405,sao joao da barra,-21.6403,-41.0511,69.55,89,0,8.46,BR,2023-06-29 03:32:08
406,aykhal,66.0,111.5,60.44,41,100,18.03,RU,2023-06-29 03:32:08
407,nueva palmira,-33.8833,-58.4167,46.81,65,87,4.45,UY,2023-06-29 03:32:08
408,vilyuchinsk,52.9306,158.4028,66.47,96,99,6.04,RU,2023-06-29 03:32:09
409,sao felix do xingu,-6.6447,-51.995,76.1,59,94,2.21,BR,2023-06-29 03:32:09
410,jilikul,37.4917,68.5311,90.86,16,0,5.91,TJ,2023-06-29 03:32:09
411,mitu,1.1983,-70.1733,71.71,99,99,2.24,CO,2023-06-29 03:32:09
412,arfoud,31.4348,-4.2375,84.67,18,23,4.65,MA,2023-06-29 03:32:10
413,peterhead,57.5058,-1.7981,48.6,77,34,7.18,GB,2023-06-29 03:32:00
414,namibe,-15.1961,12.1522,60.49,67,26,4.43,AO,2023-06-29 03:32:10
415,mersa matruh,31.3525,27.2453,75.4,83,75,8.05,EG,2023-06-29 03:32:10
416,dire,12.2833,-10.9667,77.16,84,100,1.99,ML,2023-06-29 03:32:10
417,cockburn town,21.4612,-71.1419,83.26,75,10,15.52,TC,2023-06-29 03:27:22
418,borkum,53.5809,6.6915,66.15,91,100,8.01,DE,2023-06-29 03:32:11
419,kirishi,59.4471,32.0205,62.01,82,99,5.66,RU,2023-06-29 03:32:11
420,olenino,56.2092,33.4889,55.18,97,100,4.72,RU,2023-06-29 03:32:11
421,mount isa,-20.7333,139.5,64.17,72,100,17.27,AU,2023-06-29 03:30:39
422,shurugwi,-19.6702,30.0059,47.66,60,19,7.11,ZW,2023-06-29 03:32:12
423,gondar,12.6,37.4667,61.65,69,13,2.33,ET,2023-06-29 03:32:12
424,vytegra,61.0064,36.4481,64.58,70,46,3.74,RU,2023-06-29 03:32:12
425,ad dabbah,18.05,30.95,86.88,13,6,8.14,SD,2023-06-29 03:32:12
426,dawson creek,55.7666,-120.2362,75.58,38,40,9.22,CA,2023-06-29 03:29:07
427,ma'rib,15.4591,45.3253,87.31,11,38,6.69,YE,2023-06-29 03:32:13
428,nagua,19.3832,-69.8474,78.76,90,90,5.12,DO,2023-06-29 03:32:13
429,armacao de buzios,-22.7469,-41.8817,62.65,79,0,5.97,BR,2023-06-29 03:32:13
430,chonchi,-42.6128,-73.8092,42.12,92,100,3.06,CL,2023-06-29 03:32:14
431,kumagunnam,13.1551,10.6342,81.99,56,94,9.69,NG,2023-06-29 03:32:14
432,melenki,55.3343,41.6295,57.65,98,100,6.93,RU,2023-06-29 03:32:14
433,nieuw amsterdam,5.8833,-55.0833,77.16,91,79,7.65,SR,2023-06-29 03:32:14
434,presidente medici,-11.1753,-61.9014,70.84,66,4,3.4,BR,2023-06-29 03:32:14
435,jiexiu,37.0244,111.9125,87.96,29,21,6.8,CN,2023-06-29 03:32:15
436,gizo,-8.103,156.8419,79.92,86,100,5.77,SB,2023-06-29 03:32:15
437,belaya kholunitsa,58.84,50.8528,61.86,86,76,3.6,RU,2023-06-29 03:32:15
438,nchelenge,-9.3451,28.734,61.88,64,14,6.11,ZM,2023-06-29 03:32:15
439,ilha de mocambique,-15.0342,40.7358,74.95,58,62,6.42,MZ,2023-06-29 03:32:16
440,newberry,34.2746,-81.6187,74.5,92,0,2.15,US,2023-06-29 03:32:16
441,taltal,-25.4,-70.4833,61.16,75,18,3.36,CL,2023-06-29 03:32:16
442,aydarken,39.9443,71.3429,66.94,43,76,4.32,KG,2023-06-29 03:32:16
443,gainesville,29.6516,-82.3248,82.09,70,40,3.44,US,2023-06-29 03:32:16
444,kurkino,53.4257,38.6582,58.19,90,100,6.42,RU,2023-06-29 03:32:17
445,lospalos,-8.5186,127.0025,80.1,72,34,10.96,TL,2023-06-29 03:32:17
446,charters towers,-20.1,146.2667,82.08,32,8,16.06,AU,2023-06-29 03:29:02
447,hailun,47.45,126.9333,71.74,79,100,10.22,CN,2023-06-29 03:32:17
448,christchurch,-43.5333,172.6333,56.32,70,20,11.5,NZ,2023-06-29 03:30:00
449,whitby,54.4877,-0.615,56.14,87,100,5.99,GB,2023-06-29 03:28:43
450,gueckedou,8.6667,-10.25,69.62,99,99,4.07,GN,2023-06-29 03:32:18
451,ende,-8.8432,121.6623,82.53,79,29,4.12,ID,2023-06-29 03:32:18
452,cadillac,44.2519,-85.4012,60.8,94,0,0.0,US,2023-06-29 03:32:18
453,popovaca,44.6392,15.1792,53.15,76,0,6.2,HR,2023-06-29 03:32:18
454,tome,-36.6167,-72.95,47.01,74,100,1.48,CL,2023-06-29 03:32:19
455,kerimaki,61.9167,29.2833,64.35,82,0,4.61,FI,2023-06-29 03:32:19
456,aasiaat,68.7098,-52.8699,36.64,94,100,4.81,GL,2023-06-29 03:32:19
457,villa gesell,-37.2639,-56.973,46.99,77,59,10.16,AR,2023-06-29 03:32:19
458,aoji,42.5206,130.3953,79.36,67,87,8.01,KP,2023-06-29 03:32:20
459,haiku-pauwela,20.9219,-156.3051,80.62,71,40,18.41,US,2023-06-29 03:32:20
460,andergrove,-21.0833,149.1833,75.69,65,1,11.12,AU,2023-06-29 03:32:20
461,severobaykal'sk,55.65,109.3167,53.24,75,97,2.53,RU,2023-06-29 03:32:20
462,bail-hongal,15.8167,74.8667,76.24,73,100,14.03,IN,2023-06-29 03:32:20
463,caleta de carquin,-11.0925,-77.6267,68.2,82,36,9.82,PE,2023-06-29 03:32:21
464,grenada,37.1882,-3.6067,72.91,51,0,0.0,ES,2023-06-29 03:32:21
465,gokwe,-18.2048,28.9349,48.94,67,23,4.34,ZW,2023-06-29 03:32:21
466,pariaman,-0.619,100.12,86.05,67,52,4.03,ID,2023-06-29 03:32:21
467,primero de mayo,-32.2552,-58.4228,47.55,60,98,4.41,AR,2023-06-29 03:32:22
468,zouerate,22.7187,-12.4521,84.63,39,0,11.86,MR,2023-06-29 03:32:22
469,ikalamavony,-21.15,46.5833,52.0,88,3,5.19,MG,2023-06-29 03:32:22
470,magadan,59.5667,150.8,81.54,78,93,6.98,RU,2023-06-29 03:32:22
471,walvis bay,-22.9575,14.5053,51.1,87,0,6.91,NA,2023-06-29 03:32:23
472,yelizovo,53.1873,158.3805,66.34,68,75,13.42,RU,2023-06-29 03:32:23
473,nuku'alofa,-21.1333,-175.2,77.34,61,20,6.91,TO,2023-06-29 03:32:23
474,steinbach,50.1667,8.5667,61.18,84,0,3.44,DE,2023-06-29 03:32:23
475,dunedin,-45.8742,170.5036,50.81,69,60,8.99,NZ,2023-06-29 03:32:24
476,kangding,30.0513,101.9603,67.66,86,100,4.94,CN,2023-06-29 03:32:24
477,vila velha,-20.3297,-40.2925,65.95,92,0,2.3,BR,2023-06-29 03:32:24
478,gannan,47.9147,123.5031,72.93,66,91,7.99,CN,2023-06-29 03:32:24
479,jolo,6.05,121.0167,84.06,75,98,1.5,PH,2023-06-29 03:32:24
480,al mijlad,11.0333,27.7333,84.29,56,94,9.71,SD,2023-06-29 03:32:25
481,prado,-17.3411,-39.2208,69.31,89,1,2.37,BR,2023-06-29 03:32:25
482,waghai,20.7667,73.4833,76.91,90,100,5.21,IN,2023-06-29 03:32:25
483,san andres,12.5847,-81.7006,84.22,79,20,10.36,CO,2023-06-29 03:32:26
484,diu,20.7141,70.9822,79.81,87,100,14.9,IN,2023-06-29 03:30:26
485,arauco,-37.2463,-73.3175,46.49,84,100,2.26,CL,2023-06-29 03:32:26
486,campos altos,-19.6961,-46.1714,55.63,60,0,2.19,BR,2023-06-29 03:32:26
487,dalandzadgad,43.5708,104.425,84.47,9,5,19.89,MN,2023-06-29 03:32:26
488,geraldton,-28.7667,114.6,61.21,51,40,12.66,AU,2023-06-29 03:31:24
489,wanlaweyn,2.6185,44.8938,74.7,80,61,13.06,SO,2023-06-29 03:32:27
490,nabire,-3.3667,135.4833,84.81,69,23,4.79,ID,2023-06-29 03:32:27
491,n'zeto,-7.2312,12.8666,67.95,91,94,5.86,AO,2023-06-29 03:32:27
492,camacupa,-12.0167,17.4833,54.3,39,5,5.44,AO,2023-06-29 03:32:27
493,nguigmi,14.2495,13.1092,83.7,55,87,10.42,NE,2023-06-29 03:32:28
494,itoman,26.1247,127.6694,88.57,76,40,12.66,JP,2023-06-29 03:32:28
495,mugia,43.1041,-9.2179,60.91,91,80,9.84,ES,2023-06-29 03:32:28
496,fortuna,40.5982,-124.1573,56.93,94,100,8.05,US,2023-06-29 03:32:28
497,jingmen,31.0336,112.2047,75.06,95,100,8.39,CN,2023-06-29 03:32:18
498,baden-baden,48.75,8.25,63.84,72,0,2.3,DE,2023-06-29 03:32:29
499,kani keli,-12.9536,45.1033,72.66,59,74,14.72,YT,2023-06-29 03:32:29
500,sungailiat,-1.85,106.1333,85.82,65,78,10.78,ID,2023-06-29 03:32:29
501,ambon,-3.6954,128.1814,87.24,92,40,5.75,ID,2023-06-29 03:32:29
502,olinda,-8.0089,-34.8553,73.13,100,75,3.44,BR,2023-06-29 03:28:25
503,boa vista,2.8197,-60.6733,76.98,88,75,3.44,BR,2023-06-29 03:32:30
504,comodoro rivadavia,-45.8667,-67.5,33.66,80,0,2.3,AR,2023-06-29 03:32:30
505,chopinzinho,-25.8558,-52.5233,54.43,96,9,2.8,BR,2023-06-29 03:32:30
506,brandon,27.9378,-82.2859,85.05,88,0,5.75,US,2023-06-29 03:28:48
507,dowlatabad,32.7998,51.6955,73.08,20,7,6.91,IR,2023-06-29 03:32:31
508,juazeirinho,-6.8167,-38.05,73.17,75,74,6.44,BR,2023-06-29 03:32:31
509,utete,-7.986,38.758,66.29,91,100,1.21,TZ,2023-06-29 03:32:31
510,kerikeri,-35.2268,173.9474,62.91,81,88,1.01,NZ,2023-06-29 03:32:31
511,santiago de cuba,20.0247,-75.8219,80.71,78,20,3.44,CU,2023-06-29 03:32:32
512,howard springs,-12.497,131.047,87.82,30,18,7.49,AU,2023-06-29 03:32:32
513,sann,26.0418,68.1378,89.51,46,100,6.51,PK,2023-06-29 03:32:32
514,borba,-4.3878,-59.5939,73.13,70,44,2.62,BR,2023-06-29 03:32:33
515,maceio,-9.6658,-35.7353,71.04,100,40,3.44,BR,2023-06-29 03:32:33
516,twon-brass,4.3151,6.2418,75.88,88,100,1.12,NG,2023-06-29 03:32:33
517,katsuura,35.1333,140.3,82.42,77,4,18.88,JP,2023-06-29 03:32:33
518,dubovskoye,47.4092,42.7575,74.07,62,28,7.2,RU,2023-06-29 03:32:33
519,okha,53.5739,142.9478,55.54,80,87,8.93,RU,2023-06-29 03:32:34
520,kolonia town,6.964,158.206,84.31,84,75,9.22,FM,2023-06-29 03:32:34
521,kota belud,6.351,116.4305,84.76,74,94,4.47,MY,2023-06-29 03:32:34
522,huron,41.1501,-82.5499,63.84,86,20,5.48,US,2023-06-29 03:32:34
523,bull savanna,17.8868,-77.5902,76.8,84,79,2.62,JM,2023-06-29 03:32:34
524,rizhao,35.4275,119.4553,81.66,71,100,9.48,CN,2023-06-29 03:32:35
525,narangba,-27.2,152.9667,71.91,34,99,10.31,AU,2023-06-29 03:32:35
526,saint-pierre,-21.3393,55.4781,65.88,63,0,10.36,RE,2023-06-29 03:32:35
527,baneh,35.9975,45.8853,77.88,19,0,1.61,IR,2023-06-29 03:32:35
528,rio grande,-32.035,-52.0986,45.95,75,0,11.41,BR,2023-06-29 03:28:09
529,poronaysk,49.2167,143.1167,53.11,91,100,7.27,RU,2023-06-29 03:32:36
530,borazjan,29.2666,51.2159,95.18,20,14,1.52,IR,2023-06-29 03:32:36
531,oamaru,-45.0784,170.9801,51.39,96,95,9.35,NZ,2023-06-29 03:32:36
532,kievka,50.2619,71.5514,68.61,39,12,11.79,KZ,2023-06-29 03:32:36
533,portland,45.5234,-122.6762,82.33,43,0,5.99,US,2023-06-29 03:28:50
534,savanna-la-mar,18.219,-78.1332,84.15,91,43,2.35,JM,2023-06-29 03:32:37
535,ji'an,27.1172,114.9793,88.2,69,100,11.12,CN,2023-06-29 03:32:37
536,corumba,-19.0092,-57.6533,69.8,57,0,2.3,BR,2023-06-29 03:32:37
537,neiafu,-18.65,-173.9833,81.28,69,20,4.61,TO,2023-06-29 03:32:37
538,kinmparana,12.8402,-4.9199,80.98,61,39,7.27,ML,2023-06-29 03:32:37
539,qarauyl,48.9451,79.255,65.08,40,4,12.35,KZ,2023-06-29 03:32:38
540,levuka,50.1834,-105.4011,65.91,69,1,5.59,CA,2023-06-29 03:32:38
541,sitka,57.0531,-135.33,57.09,82,100,13.8,US,2023-06-29 03:32:38
542,puerto santander,8.3636,-72.4063,85.41,85,55,4.18,CO,2023-06-29 03:32:38
543,donnacona,46.6804,-71.7239,69.03,100,100,2.3,CA,2023-06-29 03:32:38
544,hotan,37.0997,79.9269,78.13,34,100,14.16,CN,2023-06-29 03:32:39
545,galesong,-5.3166,119.3661,87.82,71,54,6.91,ID,2023-06-29 03:32:39
546,zaozersk,69.4005,32.4476,50.2,73,55,6.38,RU,2023-06-29 03:32:39
547,zambezi,-13.5432,23.1047,52.38,58,4,3.58,ZM,2023-06-29 03:32:39
548,ballina,-28.8667,153.5667,67.78,59,86,15.61,AU,2023-06-29 03:32:39
549,les avirons,-21.2418,55.3394,62.69,63,0,10.36,RE,2023-06-29 03:32:40
550,kuala kangsar,4.7667,100.9333,89.22,74,83,1.79,MY,2023-06-29 03:32:40
551,barauna,-5.08,-37.6167,76.59,74,88,8.46,BR,2023-06-29 03:32:40
552,bonanza,14.0289,-84.591,72.16,99,81,1.01,NI,2023-06-29 03:32:40
553,kandyagash,49.4744,57.4233,71.4,38,81,4.94,KZ,2023-06-29 03:32:41
554,copala,16.65,-98.9833,79.74,84,92,0.25,MX,2023-06-29 03:32:41
555,tshabong,-26.05,22.45,43.25,90,6,7.25,BW,2023-06-29 03:32:41
556,hyderabad,17.3753,78.4744,79.21,69,75,13.8,IN,2023-06-29 03:31:35
